,time_counter,fco2
0,Jan,410.681842274823
1,Feb,411.4025762095972
2,Mar,411.3153423656905
3,Apr,410.93874741013116
4,May,406.57419537033996
5,Jun,418.7577127799985
6,Jul,438.4891918884955
7,Aug,441.4952222696473
8,Sep,433.1960688731191
9,Oct,422.9890294187247
10,Nov,412.96820524741344
11,Dec,409.44075899639193
