,time_counter,fco2
0,Jan,372.49986951452644
1,Feb,373.69560293872144
2,Mar,372.7881308245384
3,Apr,368.6792222622454
4,May,361.7300150479168
5,Jun,365.86833084539313
6,Jul,380.3297827599776
7,Aug,384.92578578378516
8,Sep,379.6627136264303
9,Oct,372.4170543158936
10,Nov,368.13165486465
11,Dec,368.9798481404319
