,time_counter,fco2
0,Jan,368.48335046338775
1,Feb,370.0661921529546
2,Mar,382.03612534007283
3,Apr,416.1478523006992
4,May,458.37970739452396
5,Jun,505.7498402643981
6,Jul,534.9253705655897
7,Aug,525.6968956264698
8,Sep,483.7576842261519
9,Oct,442.1235105079433
10,Nov,398.1069947721705
11,Dec,375.455686620318
