,time_counter,fco2
0,Jan,322.29664882300244
1,Feb,364.85869330634534
2,Mar,375.61115672200015
3,Apr,381.6689310898201
4,May,386.4068203009846
5,Jun,389.5211307788111
6,Jul,389.04000065579504
7,Aug,375.5971599086198
8,Sep,373.23931246168183
9,Oct,331.51702214545105
10,Nov,277.1049438946152
11,Dec,291.1399563609757
