,time_counter,time,ALK
0,Jan,0.0,2191.7586695621676
1,Feb,0.0,2238.6833605877828
2,Mar,0.0,2429.080737959376
3,Apr,0.0,2255.4208118402757
4,May,0.0,2223.641061051646
5,Jun,0.0,2099.4933222885625
6,Jul,0.0,2404.105064048039
7,Aug,0.0,2645.167770787803
8,Sep,0.0,2461.8216388471237
9,Oct,0.0,2295.028688373386
10,Nov,0.0,2247.021910263658
11,Dec,0.0,2233.8070096173356
