,time_counter,time,ALK
0,Jan,0.0,1625.4988496230878
1,Feb,0.0,1629.4951232990152
2,Mar,0.0,1693.6769368651426
3,Apr,0.0,1925.6734971218393
4,May,0.0,1637.4111942097575
5,Jun,0.0,1516.1121303615619
6,Jul,0.0,1475.4354564811224
7,Aug,0.0,1905.2218831775124
8,Sep,0.0,1677.1216566205815
9,Oct,0.0,1589.7654955256053
10,Nov,0.0,1594.3015845091015
11,Dec,0.0,1599.2846788030297
