,time_counter,time,ALK
0,Jan,0.0,2155.9427745460866
1,Feb,0.0,2149.3684652487154
2,Mar,0.0,2127.16446669125
3,Apr,0.0,2071.667480351285
4,May,0.0,1938.9655268479223
5,Jun,0.0,1787.7885531993622
6,Jul,0.0,1743.0836321005809
7,Aug,0.0,1830.2713231841003
8,Sep,0.0,2003.9376096941087
9,Oct,0.0,2105.9586592061632
10,Nov,0.0,2137.6510067389095
11,Dec,0.0,2149.0603566923696
