,time_counter,time,ALK
0,Jan,0.0,2184.8821546506206
1,Feb,0.0,2133.5802921829318
2,Mar,0.0,2282.4637902669097
3,Apr,0.0,2484.808250156203
4,May,0.0,2066.2551684115724
5,Jun,0.0,2138.4828789067014
6,Jul,0.0,2171.0602657384024
7,Aug,0.0,2332.7690881653593
8,Sep,0.0,2521.8753328265875
9,Oct,0.0,2332.1774807459833
10,Nov,0.0,2328.6932342592427
11,Dec,0.0,2234.6792580616193
