,time_counter,time,DIC
0,Jan,0.0,1755.5339211392518
1,Feb,0.0,1812.3528436675267
2,Mar,0.0,1965.6551414078313
3,Apr,0.0,1821.8146068181704
4,May,0.0,1784.8872556471538
5,Jun,0.0,1649.7468021821744
6,Jul,0.0,1852.4866837597724
7,Aug,0.0,2009.6348490704895
8,Sep,0.0,1869.3492147150475
9,Oct,0.0,1744.3160654815379
10,Nov,0.0,1736.0886954905236
11,Dec,0.0,1754.0087772052939
