,time_counter,dic
0,Jan,82.4155352250109
1,Feb,79.73426605580858
2,Mar,84.44124661811543
3,Apr,70.7030268402591
4,May,72.07311305305961
5,Jun,79.5453292206148
6,Jul,74.32509308675071
7,Aug,72.68810095070944
8,Sep,77.98482579168308
9,Oct,83.83746421653814
10,Nov,86.49014896410472
11,Dec,84.366012958066
