,time_counter,dic
0,Jan,60.69660922749108
1,Feb,54.72349270483255
2,Mar,54.15453038806913
3,Apr,54.00394877479175
4,May,47.64874666924561
5,Jun,53.92172796299383
6,Jul,53.96014025446948
7,Aug,50.641839940875116
8,Sep,68.28936207942434
9,Oct,61.16802750558895
10,Nov,60.78022392779303
11,Dec,58.58933809100358
