,time_counter,time,DIC
0,Jan,0.0,1950.4155349458185
1,Feb,0.0,1950.5753747186834
2,Mar,0.0,1931.1074769963423
3,Apr,0.0,1868.9546745015728
4,May,0.0,1725.0346664822143
5,Jun,0.0,1545.6601266951143
6,Jul,0.0,1530.4029749434899
7,Aug,0.0,1590.1618197786033
8,Sep,0.0,1753.4784646461042
9,Oct,0.0,1876.920878947117
10,Nov,0.0,1917.7021905745096
11,Dec,0.0,1938.622836183053
