,time_counter,time,DIC
0,Jan,0.0,1545.9474440473043
1,Feb,0.0,1581.136219372476
2,Mar,0.0,1692.0634751108287
3,Apr,0.0,1769.4061467010088
4,May,0.0,1504.8441043529115
5,Jun,0.0,1440.8853913928172
6,Jul,0.0,1418.6800085803966
7,Aug,0.0,1726.700313576756
8,Sep,0.0,1662.4938968687748
9,Oct,0.0,1478.6903129588263
10,Nov,0.0,1488.967431023209
11,Dec,0.0,1510.9424555196297
