,time_counter,time,DIC
0,Jan,0.0,1959.683346298086
1,Feb,0.0,1957.0162097063512
2,Mar,0.0,1937.45114351897
3,Apr,0.0,1884.0987017463253
4,May,0.0,1755.7422071549008
5,Jun,0.0,1609.145555311637
6,Jul,0.0,1562.6886445227378
7,Aug,0.0,1638.740781356012
8,Sep,0.0,1797.0409878213927
9,Oct,0.0,1894.5683700097682
10,Nov,0.0,1930.017111700261
11,Dec,0.0,1947.5378066808928
