,time_counter,dic
0,Jan,371.7367503643811
1,Feb,319.23719455450214
2,Mar,344.438818266442
3,Apr,422.9686276422244
4,May,282.46574169104315
5,Jun,369.60308855279936
6,Jul,388.17715214723034
7,Aug,196.8712722615801
8,Sep,422.2391073153858
9,Oct,464.3806499254333
10,Nov,461.0706953469537
11,Dec,412.3437715810039
