,time_counter,time,deptht,DIC
0,Jan,0.0,51.94513,2133.126890722994
1,Feb,0.0,51.94513,2139.179323389829
2,Mar,0.0,51.94513,2138.030085410578
3,Apr,0.0,51.94513,2129.154994483365
4,May,0.0,51.94513,2121.351551864941
5,Jun,0.0,51.94513,2109.6605647990937
6,Jul,0.0,51.94513,2094.7524348223305
7,Aug,0.0,51.94513,2077.8585285754175
8,Sep,0.0,51.94513,2065.6093792888923
9,Oct,0.0,51.94513,2072.4763782180053
10,Nov,0.0,51.94513,2094.2265514045457
11,Dec,0.0,51.94513,2119.2331034148956
