,time_counter,time,deptht,DIC
0,Jan,0.0,51.94513,2075.6068540207225
1,Feb,0.0,51.94513,2081.9942002007565
2,Mar,0.0,51.94513,2079.8949483899073
3,Apr,0.0,51.94513,2076.110004441355
4,May,0.0,51.94513,2076.878944607165
5,Jun,0.0,51.94513,2071.235139411582
6,Jul,0.0,51.94513,2060.139563982748
7,Aug,0.0,51.94513,2050.555648351355
8,Sep,0.0,51.94513,2036.69673809667
9,Oct,0.0,51.94513,2035.7690217136692
10,Nov,0.0,51.94513,2045.2856441696408
11,Dec,0.0,51.94513,2062.2684012508134
