,time_counter,dic
0,Jan,65.92346943821394
1,Feb,65.23865624756036
2,Mar,63.95387460887014
3,Apr,63.17412617217224
4,May,64.43826006142763
5,Jun,64.68738354607603
6,Jul,65.77480531323499
7,Aug,66.84626213907768
8,Sep,67.83871295077006
9,Oct,67.8269206848995
10,Nov,66.97645590769298
11,Dec,65.70120683312643
