,time_counter,dic
0,Jan,371.9031822125089
1,Feb,353.97224854204296
2,Mar,351.0701129590343
3,Apr,341.6747532653808
4,May,329.9608751885653
5,Jun,325.37948533125245
6,Jul,335.74774530487684
7,Aug,354.8749108855459
8,Sep,378.77725002532884
9,Oct,398.48258621510377
10,Nov,391.2666742326023
11,Dec,387.39085445780347
