,time_counter,time,deptht,DIC
0,Jan,0.0,51.94513,2148.866641918902
1,Feb,0.0,51.94513,2152.84185128233
2,Mar,0.0,51.94513,2154.474345993994
3,Apr,0.0,51.94513,2151.649365025265
4,May,0.0,51.94513,2145.395517583502
5,Jun,0.0,51.94513,2138.9927854562757
6,Jul,0.0,51.94513,2133.8123198712433
7,Aug,0.0,51.94513,2129.4541907055914
8,Sep,0.0,51.94513,2127.517705846012
9,Oct,0.0,51.94513,2129.9732612677494
10,Nov,0.0,51.94513,2134.898244939035
11,Dec,0.0,51.94513,2141.697483087625
