,time_counter,time,deptht,DIC
0,Jan,0.0,51.94513,2240.955644084638
1,Feb,0.0,51.94513,2243.517416071362
2,Mar,0.0,51.94513,2243.709766876937
3,Apr,0.0,51.94513,2241.422147412766
4,May,0.0,51.94513,2236.9113842711645
5,Jun,0.0,51.94513,2232.6485724780287
6,Jul,0.0,51.94513,2229.694636878144
7,Aug,0.0,51.94513,2226.8728288235134
8,Sep,0.0,51.94513,2226.305674113617
9,Oct,0.0,51.94513,2228.682018977442
10,Nov,0.0,51.94513,2233.1245154832945
11,Dec,0.0,51.94513,2238.247007048937
