,time_counter,dic
0,Jan,92.08900216573602
1,Feb,90.6755647890318
2,Mar,89.23542088294289
3,Apr,89.77278238750114
4,May,91.51586668766231
5,Jun,93.65578702175299
6,Jul,95.88231700690085
7,Aug,97.418638117922
8,Sep,98.78796826760481
9,Oct,98.70875770969269
10,Nov,98.22627054425948
11,Dec,96.54952396131193
