,time_counter,time,deptht,DIC
0,Jan,0.0,51.94513,2659.4836148185695
1,Feb,0.0,51.94513,2626.6315249084428
2,Mar,0.0,51.94513,2602.284427756956
3,Apr,0.0,51.94513,2615.556061496619
4,May,0.0,51.94513,2619.9025504933497
5,Jun,0.0,51.94513,2620.0513997834223
6,Jul,0.0,51.94513,2639.300075309175
7,Aug,0.0,51.94513,2657.63772748906
8,Sep,0.0,51.94513,2690.3791179208115
9,Oct,0.0,51.94513,2723.669599154433
10,Nov,0.0,51.94513,2738.383193365505
11,Dec,0.0,51.94513,2706.4288313501756
