,time_counter,time,deptht,ALK
0,Jan,0.0,51.94513,2246.0034082023985
1,Feb,0.0,51.94513,2246.397988974547
2,Mar,0.0,51.94513,2235.1625102799144
3,Apr,0.0,51.94513,2228.1014730461584
4,May,0.0,51.94513,2234.3009054906533
5,Jun,0.0,51.94513,2234.253740677577
6,Jul,0.0,51.94513,2228.6812716165773
7,Aug,0.0,51.94513,2227.9063053594027
8,Sep,0.0,51.94513,2221.159958277568
9,Oct,0.0,51.94513,2222.8035798451097
10,Nov,0.0,51.94513,2230.0347770674957
11,Dec,0.0,51.94513,2239.9338213088577
