,time_counter,time,deptht,ALK
0,Jan,0.0,51.94513,2356.6618291936556
1,Feb,0.0,51.94513,2356.019192294617
2,Mar,0.0,51.94513,2355.2724677275896
3,Apr,0.0,51.94513,2355.9303438754787
4,May,0.0,51.94513,2356.2244907537465
5,Jun,0.0,51.94513,2357.0517233642413
6,Jul,0.0,51.94513,2358.4823429838843
7,Aug,0.0,51.94513,2359.611293705978
8,Sep,0.0,51.94513,2360.955418562723
9,Oct,0.0,51.94513,2361.214007240561
10,Nov,0.0,51.94513,2360.1031957864902
11,Dec,0.0,51.94513,2357.9570018670634
