,time_counter,time,deptht,ALK
0,Jan,0.0,51.94513,2215.342148894241
1,Feb,0.0,51.94513,2213.831248422406
2,Mar,0.0,51.94513,2209.5393546069745
3,Apr,0.0,51.94513,2199.19394592749
4,May,0.0,51.94513,2194.866867830693
5,Jun,0.0,51.94513,2189.122663162395
6,Jul,0.0,51.94513,2182.6085738654338
7,Aug,0.0,51.94513,2175.289901135867
8,Sep,0.0,51.94513,2171.093293357751
9,Oct,0.0,51.94513,2179.2905440824115
10,Nov,0.0,51.94513,2195.0851129547686
11,Dec,0.0,51.94513,2210.3665342810705
