,time_counter,alk
0,Jan,119.48706577395842
1,Feb,116.66556128751836
2,Mar,114.45299736882907
3,Apr,116.0484035595291
4,May,119.0569398720354
5,Jun,122.95669392158698
6,Jul,127.40285091883243
7,Aug,131.03643132224988
8,Sep,133.32104434979556
9,Oct,132.71435518591716
10,Nov,130.44254255717942
11,Dec,125.98802624941754
