,time_counter,time,deptht,ALK
0,Jan,0.0,51.94513,2237.1747634196972
1,Feb,0.0,51.94513,2239.3536310070986
2,Mar,0.0,51.94513,2240.8194703587606
3,Apr,0.0,51.94513,2239.8819403159496
4,May,0.0,51.94513,2237.167550881711
5,Jun,0.0,51.94513,2234.0950294426543
6,Jul,0.0,51.94513,2231.079492065052
7,Aug,0.0,51.94513,2228.574862383728
8,Sep,0.0,51.94513,2227.6343742129275
9,Oct,0.0,51.94513,2228.499652054644
10,Nov,0.0,51.94513,2229.660653229311
11,Dec,0.0,51.94513,2231.968975617646
