,time_counter,time,deptht,ALK
0,Jan,0.0,51.94513,3030.1170252871466
1,Feb,0.0,51.94513,2948.8283928656506
2,Mar,0.0,51.94513,2916.0016990399313
3,Apr,0.0,51.94513,2962.542985890117
4,May,0.0,51.94513,3008.7917658560314
5,Jun,0.0,51.94513,3061.406563184238
6,Jul,0.0,51.94513,3137.422629153486
7,Aug,0.0,51.94513,3198.014491085198
8,Sep,0.0,51.94513,3253.1168644069053
9,Oct,0.0,51.94513,3268.858507598078
10,Nov,0.0,51.94513,3270.223915231971
11,Dec,0.0,51.94513,3144.660746935298
